Consumo Médio de Combustível (km/l),Distância Percorrida (km),Preço do Combustível (R$/litro),Frequência de Abastecimentos por Semana,Custo_Total_Abastecimento,Fraude,Fraude_Numerica
4.124622718284977,304.6802218881438,5.5740736884212545,3,411.749176641109,Sim,0.9867939121168052
5.22700418391646,225.72905192990433,5.084821517978779,7,219.58886966608773,Sim,0.675316479630372
5.241619314947648,209.00753842895062,5.789943217164705,9,230.87174148874269,Sim,0.5760505863080807
5.973237480627782,361.71055638971535,4.848131109707642,5,293.57952146217616,Sim,0.9195616955449383
4.94413379565058,229.69878213236035,5.170590632380492,3,240.21970687921234,Sim,0.9535769878146749
5.214135559222791,453.9642751535133,5.5042739929863185,3,479.2249309768284,Não,0.1377291380702999
4.2526932641883075,499.0704065121804,4.073578131163681,4,478.0505358801175,Sim,0.534470637941379
2.9102990593050655,490.69930847588734,4.012051413338802,8,676.463419730189,Sim,0.5578180594542468
4.556215073498514,244.0849853657623,5.467962143322814,3,292.92898561715066,Não,0.223678386558591
4.954942341996325,391.75953117861695,4.292517486037501,5,339.3853090182566,Não,0.05269155370495188
3.212486500642813,282.4572653713577,6.408008886609393,3,563.4229641820665,Não,0.45864185993599504
2.2340158584905185,376.3324194164536,5.7353400354387585,3,966.1499865856377,Sim,0.9812100871499703
5.017285151117356,482.698078968757,5.084599891817641,7,489.1742299236357,Não,0.47828878693927523
4.838614640754159,306.146617401741,4.429911561196857,3,280.2873426675496,Sim,0.7174838070784506
3.377800018928115,321.9610527288943,5.303832941412702,3,505.5443270017231,Não,0.38287745389933053
4.003861279459932,425.84190139225154,4.875681480743421,3,518.5667852665536,Sim,0.9901806775850446
5.955686356272137,482.2668450275982,6.431869039306294,3,520.8261489375179,Sim,0.5068504393270028
4.7326577584113085,258.075284163842,5.153178774674216,4,281.00660231716404,Sim,0.8128319775878639
4.661056308370073,491.17033337990756,6.09754313983019,7,642.5436850892844,Sim,0.8696960623095205
2.8091055550980597,478.57612137879767,4.794961212845454,7,816.8984377396413,Não,0.2563185442070662
5.4570180077711665,497.94234399462005,6.135434562087388,7,559.8465430974827,Não,0.15580252904328057
4.719657914541219,372.17819686489827,4.584265121188207,4,361.5015235527555,Não,0.3950408463781882
2.9894228253743464,349.1839871857293,6.455479633062443,4,754.0419168328052,Não,0.369919366109376
5.447039673142103,459.8452474694718,4.11462381425933,9,347.3611942724146,Sim,0.5487968504056442
2.042500035713813,391.9252531753543,5.392101864496797,9,1034.6638195536927,Sim,0.7298453083500228
3.6890061490925428,460.3568067795598,5.969499092648444,5,744.9430630635087,Sim,0.5387193748205654
3.942370863815869,241.88634658706337,5.871395589252492,3,360.24272639764905,Não,0.032457818150172346
4.728252706396591,258.7095470320992,4.8319283497368986,3,264.3822300277746,Sim,0.5297256929572661
5.516132021922634,496.8334098580716,4.723565086653663,9,425.44756712887676,Sim,0.6860421817619082
5.297824325996233,238.47635294867845,4.68436956849693,4,210.8622902192693,Sim,0.5676979553816015
3.233237775673997,424.066013952508,5.568894277293578,4,730.4067817290451,Não,0.19810051283772773
3.6717859816027056,473.25084696547975,5.632023883106248,7,725.9028947124074,Não,0.294735488063445
4.552734261838644,225.55835335073937,4.894968514080407,7,242.5138332791239,Não,0.4826287166242801
2.705477806783448,375.4132654680815,5.531910555054221,7,767.610290701039,Sim,0.7766095731989868
4.846465888388444,441.26804697863565,4.185212351209311,7,381.06127700882223,Não,0.1840580912454673
5.973913568903131,357.9945506291109,4.4763225996372205,8,268.2494614367671,Não,0.2984509258198393
2.193970295671567,489.0774559409044,5.844440730460308,9,1302.836328044262,Sim,0.5541415138265768
2.8574642962178376,299.5384168339203,4.751463888205997,6,498.08005391373996,Sim,0.8401797023267287
4.271884201047127,451.4337002635523,5.969802485088891,7,630.8621439283478,Não,0.4913698930926979
3.907907615798286,387.29002403157244,6.413071106902196,4,635.5622259511819,Não,0.388102294977897
4.104126716204244,481.29180420673856,5.659026036581716,4,663.6351749193359,Não,0.40695113153538537
5.05732695178605,407.17738240921415,6.08490170676815,3,489.9098620278469,Não,0.17370882895637468
5.0990084666514655,451.45083763315085,5.617356650524302,4,497.3438231666086,Sim,0.9457531158044169
4.535236241417001,294.04924328077186,4.751673474256651,9,308.08229495580395,Sim,0.6071772603549761
3.9822637051494203,362.24572766178756,5.726149674500932,5,520.8779249997128,Não,0.18085006850148444
2.734754546417506,313.1817830153824,5.2778905425747356,3,604.4195713465068,Não,0.29582126742880344
2.9425936592757305,212.95113611685383,4.435574298724122,5,320.9959293110509,Não,0.40639762899961934
2.7759289416817947,214.3669423176536,6.0045067303141835,9,463.6890118388239,Não,0.45928254034187416
5.472500409094828,331.7337473564058,4.587607909738747,8,278.09305610472205,Sim,0.550688313963742
4.688230257892618,383.90894377653,4.585521923609194,6,375.4983824425566,Não,0.4971572586327052
2.7222025415588234,384.62552944104107,6.2709547633006935,6,886.0359429956942,Não,0.341688297429501
4.7356327194028,245.9754192815883,4.198111201934592,8,218.05579618869106,Não,0.35910560527864144
4.38849389981781,226.05565221061613,6.299961435068228,3,324.5172315643874,Sim,0.7019422053056252
5.880633902453043,443.56397346547317,5.93691882911024,6,447.8094283141188,Não,0.17317404488055405
2.669797889755759,429.04612879061176,4.806208423996307,9,772.3749900278364,Sim,0.6713777842167512
4.1863152099986625,255.10366939938487,6.165541462041332,8,375.7128099298797,Não,0.2236597401210424
3.7347273999193282,264.98372787781426,5.973113941455708,6,423.80014115088204,Não,0.23326704386666836
4.839559627193262,350.99652916000156,5.708412100264276,9,414.01139536527154,Sim,0.8369885942087989
5.155427197669109,220.39756497777205,4.386704066601046,8,187.53419600107685,Não,0.40162381880650017
4.931299994495345,316.18552360937286,4.803271760535429,5,307.9765981259128,Não,0.28212559016898814
2.3034254722395846,427.2352834771438,4.281621532595913,6,794.1475907366332,Sim,0.6065986196774923
4.568050751568379,386.17180143124347,5.6721761180599986,3,479.5118506059616,Não,0.19028829295106608
4.057207250795033,484.7506629656484,4.948255632510254,7,591.2121442435105,Sim,0.6117495896368776
4.496503013822981,219.32447030614708,6.318255600386834,9,308.1835058385761,Sim,0.7074615342939103
2.4353518069685984,275.06827227120755,4.2517752060174,8,480.2297789823364,Não,0.36664398014394095
4.36661080991745,248.34902272540606,5.966307997801277,5,339.3310796481844,Não,0.21384241314585328
4.756560403067126,350.736119447055,5.87181206875622,9,432.9718125286418,Não,0.20957911274805086
5.7422144686357175,413.4651213577053,4.7970230282341815,9,345.4071106814277,Sim,0.5150774804309668
3.603395744630219,480.7908122180732,5.3885169468414515,7,718.9744405352892,Sim,0.6819859737807071
5.635382346761208,363.26370185090593,5.240205736289464,7,337.7901297715664,Sim,0.8546644923532989
3.863407011442662,358.7660147907112,4.914379185671631,3,456.36202201627617,Não,0.45976419332894114
4.8011887372445905,378.5418917346033,5.424417196154101,8,427.679322635485,Sim,0.8169680188732222
3.067603887181614,220.97434959433315,5.187101065733432,7,373.6519858610601,Não,0.18308917957250637
2.41761855436579,299.8893970049154,5.316349011964879,5,659.4575048188525,Sim,0.9002563015772104
2.423642134344531,256.71221423566874,5.866462686726154,8,621.3758230637849,Não,0.1600636216016857
2.3951950689284986,231.64700684501685,4.871634581605152,7,471.15142474652333,Não,0.4447726220440475
5.097422945339217,450.77914149952494,4.172740536356443,9,369.00693092357307,Não,0.02132957018620124
2.8603769019054135,374.65923708358946,5.448450870307907,6,713.65156284026,Não,0.4151506099600752
5.073317817182058,330.13275148276705,6.13824032767594,8,399.42976995746534,Não,0.4423000568468255
3.201639362656437,445.7922351482896,5.080404559043037,9,707.3891364061134,Não,0.07870135035336684
5.638188877392328,371.3978008116976,5.6180360793426845,4,370.0702991904143,Não,0.15456138031232491
3.7971594363330765,471.5651404150745,6.379799913651187,3,792.3004794885062,Não,0.35135765261274576
4.40283235042167,205.63427933401667,4.454521104347393,4,208.04840252046304,Não,0.32154974262539204
2.997745652057991,307.06015533110735,5.824127877912179,6,596.5674938539952,Não,0.12162302943912501
4.0675164972763636,473.9833617767427,6.485508158471668,3,755.7493526679681,Não,0.2829091724700556
3.8917614778224765,404.84925459174457,6.20957338388966,5,645.964859389859,Não,0.033233198116236706
3.604708852288062,317.2448852120625,5.627070027599637,9,495.22978363508275,Não,0.16326161788347587
3.636892219634655,299.40110736505625,4.6778507953647095,3,385.09629200982926,Não,0.4157760312352267
4.184596991636502,460.6366086290876,5.13763987252541,7,565.5466970816142,Não,0.3965700087351725
3.298140000037156,323.35834703179734,5.282929024351675,9,517.9522994116132,Não,0.39519993300728706
4.262826219588211,211.20008406145087,5.317815258830445,6,263.46910988943614,Não,0.09434588439637165
3.627695330542525,323.6895992864126,4.682783259944168,8,417.8322871258773,Não,0.4022201474046866
4.0571426614623105,290.2244168800397,5.432483010794585,6,388.60827571942343,Sim,0.9033097863445383
3.2034311102773096,343.1560615058673,4.570609405205083,8,489.6101299447258,Não,0.13616431003428187
5.107401449963859,212.82006652036586,6.405670081706919,8,266.9175599866015,Não,0.38111034167374824
3.9053251767439248,253.38548206358615,6.309795185358651,3,409.3924122594087,Não,0.4931412326224374
5.9508616844632325,385.65438094547915,4.162721369910035,4,269.7713067592456,Não,0.004783081078090723
5.364251037494884,382.7238743248548,5.954984133969413,9,424.8709807511479,Sim,0.5999430878577581
4.711703057230373,367.2157985838457,6.107757003379971,5,476.0199949592431,Não,0.24310012763407618
4.544063641388517,214.78666758246584,5.7039929025930585,8,269.61365952340327,Sim,0.8037686722368967
4.122534744973302,331.29862067961926,5.651494013136054,8,454.17013734428235,Não,0.10074413684546685
4.9320840456210036,401.84956254475196,5.063073132993347,7,412.5221113034147,Não,0.34514826208522753
5.267141006103605,473.88810399788366,6.193762718051982,8,557.2568624362166,Não,0.20321220976472698
2.200652335005342,274.5093718237436,4.2606134829240965,9,531.4689249987446,Não,0.05936849540462463
4.1111124085821755,417.2139096575569,4.738924654238119,4,480.9270791136411,Sim,0.6988967150390659
3.5997177517501964,419.1599656428999,4.526951499021276,7,527.1293378138473,Sim,0.6140207330832802
3.329214741789739,309.5301460199313,4.465671509356744,5,415.19098693680434,Sim,0.6052617946203248
5.846069997995457,330.472142955442,6.391006219709672,9,361.2768101978267,Não,0.1164023850559735
4.565670306150519,480.2966761588391,6.151783866535204,4,647.1517094793531,Sim,0.8594885784156872
3.7370479193938864,327.59268129601685,5.719853518564838,9,501.4070440581937,Não,0.19065091162708003
4.41870277851036,440.2444449918976,6.332480796080644,6,630.9180846131077,Não,0.307568530704329
4.5017887884885095,477.1878182090492,4.308090395020171,6,456.6558656647389,Sim,0.8873600641182016
3.8846727372795726,433.9752466502242,5.429179243109504,5,606.5194060045111,Sim,0.7720204579544522
5.972359003625829,446.55100233899293,5.063930494374263,3,378.6281495578176,Não,0.22374664619095974
2.437845482506244,357.4999816616535,6.274587371927934,4,920.142349667124,Não,0.42812641876249935
5.475301698465049,392.30594593871376,6.041815628717872,5,432.89672897402977,Não,0.4271627171339029
2.8106064266112623,307.17272135707964,6.0525474237789165,6,661.4862350352464,Não,0.4476954379221955
3.155259165575605,314.5744289836172,4.903516836821167,6,488.8729983843257,Não,0.2626872773003894
5.745116501717137,335.4772756452513,5.272886097832401,7,307.9021047458,Sim,0.7919775342564765
3.8039332564432553,293.32467700850225,6.479647819329886,3,499.6514070046847,Sim,0.5355593224038149
3.2813700530702716,230.818377303022,5.268388440880739,7,370.5893731151353,Não,0.23835539768454966
3.382059753270166,483.8525753310632,5.651899621835226,6,808.5860058780528,Não,0.43110446139497605
3.4350914558232497,274.3243571179056,4.9952294638455,8,398.9160489461931,Não,0.1617362626363369
4.689879898430944,345.39458451814414,5.9937169266899515,9,441.41799202705664,Sim,0.6728139337624274
3.2845447716167575,246.84998723994715,4.909214836439262,9,368.952078292629,Não,0.23572169996626507
3.1993861479607153,357.8180500603198,5.513970441536283,3,616.680219340932,Não,0.4169200869423409
5.5021064974230605,326.8702797535656,4.405570743793497,5,261.72705711391797,Não,0.43306739538436784
3.9114218337304236,243.88545218495844,6.230537277888539,9,388.487221774253,Não,0.26701635144335845
4.041032033967044,364.84622216669896,6.173187512925608,6,557.3487475194602,Sim,0.6724601493959368
3.164908921441124,354.77243318875026,6.237233504591004,4,699.1665674165944,Não,0.2937983216735514
5.543865122165048,286.316186338584,6.163038745938065,4,318.2937735874777,Não,0.32754745012064207
4.820594972980049,296.11095493999704,4.573554637887796,9,280.9361995533933,Não,0.30620027461934773
4.01483674433959,237.35826889510486,4.540490252042071,5,268.435050984142,Sim,0.5238029850935919
3.996416929225786,221.07077985836128,5.640154314764342,7,311.9978057764877,Sim,0.6547118839546688
4.035141917806722,220.93577493771335,5.549012897446345,4,303.824621192765,Não,0.27256352969054026
4.799524141937145,234.4170996366977,5.847299481237239,6,285.5922680171304,Sim,0.7063264549634101
3.958666001004466,245.91309884165346,5.751758939476209,3,357.3003795313575,Não,0.4343552010742887
2.470556456060487,360.08161673515616,4.9387786719189775,3,719.8230198379862,Não,0.34793458351904566
3.9353703306882286,469.97683041846636,4.024749871490899,4,480.6508737132306,Sim,0.8260543740013894
5.653946835900824,494.53737204654277,5.322732012383747,5,465.5667939426018,Sim,0.9585118896085725
4.846687989152873,371.90399363685754,4.317650169878532,6,331.30899799996064,Sim,0.9713958422021225
5.343861400586139,325.3180547836218,4.885484313185659,4,297.4134496203684,Sim,0.9219665480116308
2.480025728638168,382.83136571498187,6.47329802512037,8,999.2563766657959,Não,0.11986734017275918
4.554034253391565,286.41194865032054,5.853523318281028,6,368.1393083089771,Sim,0.8356965736122093
3.0228274587091897,259.95974088959446,5.146737350611178,7,442.61358822743057,Não,0.3182566640423708
5.105030429656243,244.33153396168484,6.14871817816426,3,294.28340635182695,Sim,0.9253013716429117
5.566104163641272,212.98946140339504,6.136248213519371,3,234.80627807368276,Sim,0.7265408774515538
3.3557766999363654,282.57180724059486,6.03816190027674,3,508.4409581259854,Sim,0.8928692352939411
5.051903381332709,494.08759170760186,6.391853922516226,6,625.1377892127668,Sim,0.5790195842774608
3.6439026571028794,204.0948436524736,5.752342313767702,7,322.18846540136343,Sim,0.6205926059647666
2.644240903407529,211.68527788790922,4.00516593912321,6,320.63442620447876,Não,0.40355809086501326
2.845113713978259,286.4184817961846,5.313865331169142,7,534.948474342237,Não,0.3692732709431198
3.4593883852847394,452.3871615370623,5.1636037792463565,4,675.2488581310413,Não,0.038837815391070785
4.734479490574996,379.1050470656721,4.7770191219709845,7,382.51133259180796,Não,0.3455227862153258
5.353075198748301,280.1825523426644,5.627052558726549,9,294.5226602531156,Não,0.24842858101853083
2.860523333884349,416.4102592339499,4.757436077668853,9,692.5464186656155,Não,0.05282464265169212
2.1604820319724953,225.89796452018024,5.433524579785241,9,568.1242077367482,Não,0.4564157851562799
